Title,Date,Excerpt,Rakuten_Title,Rakuten_Description,Rakuten_Count,UnitedAirlines_Title,UnitedAirlines_Description,UnitedAirlines_Count,Chase_Title,Chase_Description,Chase_Count,KaiserPermanente_Title,KaiserPermanente_Description,KaiserPermanente_Count,Adobe_Title,Adobe_Description,Adobe_Count,Powered_By,Presented_By,Sponsors_List,Major_Sponsor,Other_Sponsor
"Warriors Announce 2024 Women’s Empowerment Month Celebrations, Presented By Rakuten",2024-03-01 18:00:00,"The Golden State Warriors announced today celebrations for Women’s Empowerment Month, presented by Rakuten, which includes a variety of activations aimed to empower girls and women, challenge socio-economic norms, and amplify voices to establish an equal playing field for women.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Rakuten', 'Rakuten']","['Rakuten', 'Rakuten']",[]
Curry Scores 31 as Warriors Secure Seventh Consecutive Road Win,2024-03-01 02:56:00,The Golden State Warriors defeated the New York Knicks 110-99 at Madison Square Garden on Thursday night.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors and Head Coach Steve Kerr Sign Multi-Year Contract Extension,2024-02-27 21:00:53,"The Golden State Warriors and Head Coach Steve Kerr have signed a multi-year contract extension, the team announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Dubs By the Numbers: Curry Becomes First Warrior with 6,000 Career Assists",2024-02-26 19:57:15,"Stephen Curry is one of eight players with at least 23,000 career points and 6,000 career assists, joining LeBron James, Kobe Bryant, James Harden, Russell Westbrook, Oscar Robertson, Jerry West and John Havlicek.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors To Offer No Ticket Fees For Final 10 Home Games of the 2023-24 Regular Season,2024-02-26 18:00:00,"The Golden State Warriors announced today that online service fees will be waived for single-game ticket purchases for the final 10 home games of the 2023-24 regular season beginning February 27, through Friday, March 1. The no fees offer does not include resale tickets.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors vs. Nuggets Set for 4 P.M. Tip-Off Sunday,2024-02-23 20:08:01,"The Golden State Warriors and Denver Nuggets will tip-off at 4 p.m. (PST) at Chase Center on Sunday, February 25, in a non-standard weekend home game time that will air locally on NBC Sports Bay Area and 95.7 The Game as well as nationally on ESPN. ",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Pat Spencer to Two-Way Contract,2024-02-22 19:46:42,"The Golden State Warriors have signed guard Pat Spencer to a two-way contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Convert Guard Lester Quinones to Standard NBA Contract,2024-02-22 19:32:20,"The Golden State Warriors have converted the two-way contract of guard Lester Quinones to a standard NBA contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: All-Star Break Storylines,2024-02-20 22:19:32,"There are countless storylines surrounding the Warriors this season, including their league-leading 37 'clutch time' games played and Stephen Curry making a compelling case for Clutch Player of the Year.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors and San Francisco Bay Area Accept Official NBA All-Star Handoff,2024-02-19 05:36:21,"During the 2024 NBA All-Star Game at Gainbridge Fieldhouse, Warriors Co-Executive Chairman and CEO Joe Lacob received a ceremonial basketball from Indiana Pacers Owner Herb Simon and Pacers Owner and Alternate Governor Steve Simon to represent NBA All-Star heading to the Bay Area.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Defeats Sabrina Ionescu in Historic 3-Point Challenge During All-Star Saturday Night,2024-02-18 03:43:24,"In the first competition of its kind, Stephen Curry and and Sabrina Ionescu did not let down expectations.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Head Coach Steve Kerr Earns 500th Career Win,2024-02-16 04:25:03,"Warriors Head Coach Steve Kerr reached his 500th career regular season coaching victory in Thursday night's victory over the Utah Jazz, joining Alvin Attles (557) as the only Warriors head coaches to ever reach that milestone.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Chris Paul Injury Update – 2/14/24,2024-02-15 01:14:00,"Chris Paul is making good progress and will intensify his on-court activities after the All-Star break, including parts of practice, and will be re-evaluated again in 10 days.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Road Warriors Propel Winning Streak,2024-02-12 20:05:34,"The Warriors went a perfect 4-0 this past week, with road wins over the Brooklyn Nets. Philadelphia 76ers and the Indiana Pacers. They also defeated the Phoenix Suns on Stephen Curry's game-winning 3-pointer on Saturday. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Acquire 2024 Second Round Draft Pick From Pacers,2024-02-08 23:56:39,"The Golden State Warriors have acquired a second round pick in the 2024 NBA Draft from the Indiana Pacers in exchange for guard Cory Joseph along with a 2025 second round draft pick (top-55 protected from Charlotte) and cash considerations, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II Injury Update – 2/6/24,2024-02-06 19:56:58,Warriors guard Gary Payton II suffered a grade 2 strain of his left hamstring on Jan. 2 but has made good progress and begun to practice with the team.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Dubs By the Numbers: Curry Drops 60, Kuminga's 20-Point Streak",2024-02-05 21:24:46,"The Warriors went 2-1 this past week, defeating the Philadelphia 76ers 119-107 on Tuesday and the Memphis Grizzlies 121-101 on Friday. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Curry's Season-High 60 Points Not Enough in Overtime Loss,2024-02-04 03:12:00,"Stephen Curry scored a season-high 60 points on Saturday night, but it was not enough as the Atlanta Hawks defeated the Golden State Warriors 141-134 in overtime at State Farm Arena.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Stephen Curry's 10th All-Star Nod,2024-02-02 00:29:27,"Fittingly capturing this era of greatness, Stephen Curry joined LeBron James and Kevin Durant as the only active NBA Champions with 10 All-Star selections, being named to his 10th All-Star game on Thursday.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Guard Stephen Curry Named to 2024 NBA All-Star Game,2024-02-02 00:06:48,"Golden State Warriors guard Stephen Curry has been named a reserve in the 73rd NBA All-Star Game, the league announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024 Black History Month Celebrations,2024-02-01 18:00:00,"The Golden State Warriors today announced celebrations for Black History Month, which includes a variety of activations aimed to celebrate legacy, inspire change, strengthen the future, and empower voices through community impact.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Moses Moody & Chris Paul Injury Updates – 1/30/24,2024-01-31 00:41:12,"Warriors guard Moses Moody, who suffered a grade 1 strain of his left calf on January 10 vs. New Orleans and has missed the last six (6) games, was recently re-evaluated.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Brandin Podziemski Named to 2024 Panini Rising Stars Roster,2024-01-30 21:14:15,"Warriors rookie guard Brandin Podziemski has been selected to participate in the 2024 Panini Rising Stars, the league announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Names Jess Smith as WNBA Team President,2024-01-30 19:41:59,"The Golden State Warriors have named Jess Smith as President of Golden State’s WNBA team. Smith, who has over 18 years of experience in professional sports, will oversee all WNBA business operations.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Leads NBA’s Most Popular Jersey List for First Half of Regular Season,2024-01-30 19:20:15,The NBA and NBPA today jointly announced that the Golden State Warriors’ Stephen Curry secured the top spot on the NBA’s Most Popular Jersey list based on NBAStore.com sales for the first half of the 2023-24 regular season.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry and Sabrina Ionescu go Head-To-Head in First NBA vs. WNBA 3-Point Challenge at State Farm® All-Star Saturday Night On TNT,2024-01-30 18:56:44,"NBA all-time 3-point leader and Golden State Warriors guard Stephen Curry and WNBA single-season 3-point record holder and New York Liberty guard Sabrina Ionescu will compete in “Stephen vs. Sabrina,” the first-ever NBA vs. WNBA 3-Point Challenge, which will take place on Saturday, Feb. 17 at Lucas Oil Stadium in Indianapolis during State Farm All-Star Saturday Night.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Warriors Lead the Way in Historic Offensive Week,2024-01-29 19:58:12,"In a week where Luka Doncic scored 73 points — the most since Kobe Bryant’s 81-point game, Joel Embiid scored 70 points and Devin Booker averaged 42 points, no team averaged more points than the Warriors (137.0 PPG), who scored at least 133 in every game. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
NBA Announces Warriors Schedule Updates,2024-01-26 23:02:00,"The NBA announced the rescheduling of the three Golden State Warriors’ games, following the passing of Warriors assistant coach Dejan Milojević.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Basketball Academy, Powered by Rakuten, Announces 2024 Spring Camp Schedule",2024-01-25 19:00:00,"Warriors Basketball Academy, powered by Rakuten, has announced its 2024 spring camp schedule, which includes several camp sessions at over 15 Bay Area locations for youth ages five to 15.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,True,False,[],[],[]
Warriors Register Franchise-Record 500th Consecutive Sellout,2024-01-25 05:25:57,"The Golden State Warriors have registered a franchise-record 500 consecutive sellouts, drawing a capacity crowd of 18,064 during tonight’s matchup against the Atlanta Hawks at Chase Center.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Wear ‘DM’ Patch in Honor of Dejan Milojević,2024-01-24 01:28:28,"The Golden State Warriors will wear a ‘DM’ patch on their uniforms for the remainder of the season in honor of assistant coach Dejan Milojević, who passed away on January 17 at the age of 46 after suffering a heart attack at a private team dinner in Salt Lake City, Utah.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Injury Updates – 1/22/24,2024-01-22 20:08:44,Warriors guards Moses Moody and Gary Payton II were recently re-evaluated. Both are making good progress and will be re-evaluated in the coming weeks. ,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Friday's Warriors-Mavericks Game Postponed,2024-01-18 17:30:33,The game scheduled for Friday (Jan. 19) between the Dallas Mavericks and Golden State Warriors has been postponed due to the passing of Warriors assistant coach Dejan Milojević. ,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assistant Coach Dejan Milojević Passes Away,2024-01-17 20:24:30,"Golden State Warriors assistant coach Dejan Milojević was hospitalized Tuesday night in Salt Lake City, Utah, after suffering a heart attack at a private team dinner. Despite life-saving efforts, Milojević, 46, passed away late Wednesday morning.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
NBA Postpones Warriors vs. Jazz Game,2024-01-17 17:30:56,"Due to a medical emergency in the Warriors family, Golden State's game in Utah on Jan. 17 has been postponed",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Jonathan Kuminga's Scoring Surge,2024-01-16 23:07:50,"Jonathan Kuminga recorded at least 20 points in each of his last three games, marking the longest 20-point streak of his career.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Moses Moody Injury Update – 1/12/24,2024-01-13 00:15:59,"Warriors guard Moses Moody, who exited Wednesday’s game vs. New Orleans with 7:55 remaining in the fourth quarter, suffered a Grade 1 (mild) calf strain and will be re-evaluated in 10 days.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Gui Santos to Santa Cruz,2024-01-12 18:04:23,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Chris Paul Injury Update – 1/9/24,2024-01-09 20:05:00,"Warriors guard Chris Paul, who exited last Friday’s game vs. Detroit with 5:39 left in the third quarter due to a fractured left hand, underwent successful surgery on Monday.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Curry and Thompson Prominent in 'Clutch Time' Battles at Chase Center,2024-01-08 21:21:03,Three of the Warriors' games this past week were decided in 'clutch time' and the fourth was their first wire-to-wire defeat this season.,False,False,0,False,False,0,True,False,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Gui Santos From Santa Cruz,2024-01-07 20:38:00,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II Injury Update – 1/4/24,2024-01-04 22:52:38,Warriors guard Gary Payton II suffered a grade 2 strain of his left hamstring and will be re-evaluated in three weeks.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Chris Paul Reaches Career Milestone,2024-01-02 20:52:03,"Chris Paul finished 2023 with his most productive game of the season and became the 37th player in NBA history to eclipse 22,000 career points. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Gui Santos to Santa Cruz,2024-01-01 23:23:00,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Gui Santos From Santa Cruz,2023-12-30 23:55:32,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Gui Santos to Santa Cruz,2023-12-27 19:07:00,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Warriors Hitting Their Stride with Latest Winning Streak,2023-12-26 20:25:58,The Warriors are amidst their largest home winning streak this season (eight games) and tied their longest overall win streak (five games) before losing to the defending champion Denver Nuggets on Christmas Day.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Gui Santos From Santa Cruz,2023-12-23 00:37:00,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II Injury Update – 12/21/23,2023-12-21 19:19:13,"Guard Gary Payton II, who suffered a strained right calf on November 28 at Sacramento and has missed the last nine (9) games, was recently re-evaluated.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs by the Numbers: Stephen Curry Enters Different Splashosphere,2023-12-18 23:21:09,"Stephen Curry became the only player in NBA history to surpass 3,500 career made 3-pointers and capped 268 consecutive games with a made three this past week. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II Injury Update – 12/14/23,2023-12-14 23:43:47,Warriors guard Gary Payton II has been cleared to begin some light on-court individual work. He will be re-evaluated again in one week.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs by the Numbers: Stephen Curry First to 100 Made Threes,2023-12-11 21:10:43,Stephen Curry is the first player to eclipse 100 made 3-pointers this season and he's hit 24 more threes than the next closest player.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Trayce Jackson-Davis From Santa Cruz,2023-12-07 00:14:00,"The Golden State Warriors have recalled center/forward Trayce Jackson-Davis from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Draymond Green Showing Off Some Splash,2023-12-04 21:35:20,Draymond Green's perimeter shooting was constant throughout the week as he hit multiple 3-pointers in each game and has already surpassed last season's total for games with multiple made threes.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Trayce Jackson-Davis to Santa Cruz,2023-12-04 21:23:51,"The Golden State Warriors have assigned center/forward Trayce Jackson-Davis to the team’s G League affiliate, the Santa Cruz Warriors, it was announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Gui Santos to Santa Cruz,2023-12-02 00:32:31,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
SeaDubs By the Numbers: Tied Atop G-League Standings,2023-12-01 22:21:20,The Santa Cruz Warriors are tied with the Indiana Mat Ants for the league's best record and are a perfect 3-0 at home.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Injury Updates – 11/30/23,2023-11-30 22:40:00,"Warriors guards Chris Paul and Gary Payton II, who exited Tuesday's game against Sacramento, both underwent an MRI and will be re-evaluated again in the coming days.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Additions to Regular Season Schedule,2023-11-29 07:54:43,"The Golden State Warriors will host the Portland Trail Blazers on Wednesday, December 6 at Chase Center (7 p.m. PST) and will travel to Oklahoma City to face the Thunder on Friday, December 8 (5 p.m. PST), the NBA announced.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Thompson Finds His Touch,2023-11-27 22:39:48,"The Warriors snapped their six-game losing streak this past week, winning two of their last three games, including both games at Chase Center",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Gui Santos From Santa Cruz,2023-11-22 20:01:25,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Annual ‘Dubsgiving’ Offers With Variety of Deals Over Thanksgiving Weekend,2023-11-22 18:00:00,"The Golden State Warriors’ annual celebration of ‘Dubsgiving’ launches on Friday, November 24, to celebrate the Thanksgiving holiday and provide fans with a variety of deals, including a no fee offer on single game tickets, Warriors Shop online merchandise discounts, and deals on Chase Center events.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Gui Santos to Santa Cruz,2023-11-22 01:04:00,"The Golden State Warriors have assigned forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Wiggins Heats Up,2023-11-20 19:14:01,"The Warriors dropped three games last week, losing to the Minnesota Timberwolves 117-114 on Tuesday, the Oklahoma City Thunder 128-109 on Thursday, and the Thunder again 130-123 in overtime on Saturday.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Trayce Jackson-Davis & Gui Santos From Santa Cruz,2023-11-18 23:39:15,"The Golden State Warriors have recalled center/forward Trayce Jackson-Davis and forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II Injury Update – 11/18/23,2023-11-18 22:13:26,"Warriors guard Gary Payton II, who exited Thursday’s game with 9:30 remaining in the second quarter due to a left foot injury, underwent an MRI. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Trayce Jackson-Davis & Gui Santos to Santa Cruz,2023-11-18 00:38:11,"The Golden State Warriors have assigned center/forward Trayce Jackson-Davis and forward Gui Santos to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Injury Update – 11/15/23,2023-11-15 21:30:00,Stephen Curry sustained the injury during Sunday’s game against the Timberwolves when he fell on his right knee. He will not play in Thursday’s game against Oklahoma City (sore right knee) and will be re-evaluated at some point later this week.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Gui Santos From Santa Cruz,2023-11-15 00:00:00,"The Golden State Warriors have recalled forward Gui Santos from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Activations for 2023-24 NBA In-Season Tournament Home Games,2023-11-13 22:35:00,"The Golden State Warriors announced today activations for the team’s upcoming NBA In-Season Tournament home games, the first of which will take place November 14, against the Minnesota Timberwolves at 7 p.m. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Curry and Paul Move Up All-Time Ranks,2023-11-13 22:34:33,"After winning five of their first six games this season, the Warriors have lost four of their last five, with their lone victory coming against the Detroit Pistons on Nov. 6.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Trayce Jackson-Davis and Brandin Podziemski From Santa Cruz,2023-11-11 18:42:19,"The Golden State Warriors have recalled forward/center Trayce Jackson-Davis and guard Brandin Podziemski from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors and Rocket Lawyer Announce Season-Long Hoops for Troops Activations ,2023-11-10 18:04:00,"The Golden State Warriors and Rocket Lawyer today announced Hoops for Troops activations for the 2023-24 NBA season, with a variety of events and in-arena recognitions planned to honor United States military service members and veterans at home and abroad",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Trayce Jackson-Davis & Brandin Podziemski to Santa Cruz,2023-11-10 01:08:08,"The Golden State Warriors have assigned forward Trayce Jackson-Davis and guard Brandin Podziemski to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Forward Gui Santos,2023-11-07 19:50:51,"The Golden State Warriors have signed guard Lester Quinones to a two-way contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors and San Francisco Bay Area Selected to Host NBA All-Star 2025,2023-11-06 23:29:00,"The National Basketball Association (NBA) announced that the Golden State Warriors and San Francisco Bay Area have been selected to host NBA All-Star 2025, with the 74th NBA All-Star Game taking place at Chase Center on Sunday, February 16, 2025.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Splash Brothers Call Game,2023-11-06 20:59:31,"The Warriors won five straight games, including three last week, before dropping Sunday's contest against the Cleveland Cavaliers.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Named Western Conference Player of the Week,2023-11-06 20:35:40,"Golden State Warriors guard Stephen Curry has been named the Week 2 Western Conference Player of the Week, the NBA announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Brandin Podziemski From Santa Cruz,2023-11-04 23:31:00,"The Golden State Warriors have recalled guard Brandin Podziemski from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Trayce Jackson-Davis From Santa Cruz,2023-11-04 20:16:00,"The Golden State Warriors have recalled forward Trayce Jackson-Davis from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Trayce Jackson-Davis & Brandin Podziemski to Santa Cruz,2023-11-03 22:21:00,"The Golden State Warriors have assigned forward Trayce Jackson-Davis and guard Brandin Podziemski to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Unveil 2023-24 Nike NBA City Edition Uniform, Launch “The City Calls, Presented by Rakuten”",2023-11-02 14:11:00,"The Golden State Warriors have unveiled the team’s 2023-24 Nike NBA City Edition uniform and launched The City Calls, presented by Rakuten, a campaign aimed to celebrate the 150th anniversary of San Francisco’s iconic cable car at the intersection of culture, court and community.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Rakuten”', 'Rakuten']",['Rakuten'],['Rakuten”']
Warriors Exercise Options on Jonathan Kuminga and Moses Moody,2023-10-31 18:00:56,"The Golden State Warriors have exercised the fourth-year contract options on forward Jonathan Kuminga and guard Moses Moody, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Road Warriors Set Early Tone,2023-10-30 20:16:48,"The Warriors kicked off their 2023-24 campaign on Tuesday, dropping their opener against the Phoenix Suns before securing consecutive road wins against the Sacramento Kings on Friday and the Houston Rockets on Sunday.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Opening Night Roster,2023-10-24 00:54:05,The Golden State Warriors announced their 2023-24 Opening Night roster prior to tomorrow night’s season opener versus the Phoenix Suns at Chase Center.,False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Dubs By the Numbers: Kuminga Finishes as Preseason's Top Scorer,2023-10-23 22:04:12,"The Warriors opened the preseason with four consecutive wins, defeating the Los Angeles Lakers and Sacramento Kings twice before dropping the finale to the San Antonio Spurs. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Draymond Green Injury Update – 10/22/23,2023-10-22 21:17:04,"Warriors forward Draymond Green, who suffered a sprained left ankle during off-season workouts, has been cleared to begin practicing with the team (5-on-5) and his return to game action will be based on his continued progress",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Rudy Gay and Rodney McGruder,2023-10-21 06:10:00," The Golden State Warriors have waived forward Rudy Gay and guard Rodney McGruder, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Forward Javonte Green,2023-10-19 21:20:00," The Golden State Warriors have waived forward Javonte Green, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce Activations for 2023-24 Opening Night, Presented by Chase Freedom",2023-10-19 17:01:00,"The Golden State Warriors today announced activations for Opening Night, presented by Chase Freedom, as they take on the Phoenix Suns on Tuesday, October 24, at 7 p.m.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,True,"['Chase Freedom', 'Chase Freedom']",[],"['Chase Freedom', 'Chase Freedom']"
Warriors Waive Guard Yuri Collins,2023-10-18 17:29:52,The Golden State Warriors have waived guard Yuri Collins.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Injury Updates – 10/17/23,2023-10-17 20:05:22,"Warriors forward Draymond Green, who suffered a sprained left ankle during off-season workouts and has missed the first three (3) preseason games, is making good progress.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Yuri Collins & Javonte Green to Contract,2023-10-16 22:02:00,The Golden State Warriors have signed guard Yuri Collins and guard/forward Javonte Green.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
